Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
168,Drew Gooden,PF,29,MIL,35,18,24.6,4.5,10.3,0.431,0.1,0.6,0.15,4.4,9.8,0.447,0.435,2.3,2.9,0.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8,11.3,goodedr01
169,Ben Gordon,SG,27,DET,82,27,26,4.1,9.4,0.44,1.3,3.2,0.402,2.8,6.1,0.46,0.51,1.7,2,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,gordobe01
170,Eric Gordon,SG,22,LAC,56,56,37.7,7.6,16.9,0.45,1.9,5.2,0.364,5.7,11.8,0.488,0.506,5.1,6.2,0.825,0.8,2.1,2.9,4.4,1.3,0.3,2.7,2.1,22.3,gordoer01
171,Marcin Gortat,C,26,TOT,80,14,25.4,4.2,7.5,0.561,0,0.1,0.25,4.2,7.5,0.563,0.561,1.8,2.4,0.725,1.9,6,7.9,0.9,0.5,1.1,1,2.4,10.2,gortama01
171,Marcin Gortat,C,26,ORL,25,2,15.8,1.8,3.2,0.543,0,0,,1.8,3.2,0.543,0.543,0.5,0.7,0.667,1.5,3.2,4.7,0.7,0.3,0.8,0.7,2.1,4,gortama01
171,Marcin Gortat,C,26,PHO,55,12,29.7,5.3,9.5,0.563,0,0.1,0.25,5.3,9.4,0.566,0.564,2.3,3.2,0.731,2,7.3,9.3,1,0.5,1.3,1.2,2.5,13,gortama01
172,Joey Graham,SF,28,CLE,39,8,15,2.1,4.6,0.458,0.2,0.8,0.3,1.9,3.8,0.49,0.483,0.7,0.9,0.806,0.2,1.9,2.2,0.5,0.2,0.2,0.7,1.9,5.2,grahajo01
173,Stephen Graham,SG,28,NJN,59,28,16.3,1.4,3.4,0.405,0.1,0.4,0.238,1.3,3,0.425,0.418,0.5,0.6,0.816,0.3,1.8,2.1,0.7,0.2,0,0.6,1.8,3.4,grahast01
174,Danny Granger,SF,27,IND,79,79,35,6.8,15.9,0.425,2,5.2,0.386,4.8,10.8,0.443,0.487,5,5.9,0.848,1.1,4.3,5.4,2.6,1.1,0.8,2.6,2.7,20.5,grangda01
175,Aaron Gray,C,26,NOH,41,6,13,1.4,2.4,0.566,0,0,,1.4,2.4,0.566,0.566,0.4,0.8,0.5,1.4,2.7,4.2,0.4,0.3,0.3,0.8,2.3,3.1,grayaa01
176,Danny Green,SG,23,SAS,8,0,11.5,2.1,4.4,0.486,0.9,2.4,0.368,1.3,2,0.625,0.586,0,0,,0.4,1.5,1.9,0.3,0.3,0.1,0.6,0.9,5.1,greenda02
177,Jeff Green,PF-SF,24,TOT,75,51,32.4,4.9,10.9,0.449,0.9,2.8,0.303,4.1,8.1,0.499,0.488,2.6,3.3,0.811,1,3.8,4.8,1.4,0.7,0.5,1.3,2.8,13.3,greenje02
177,Jeff Green,PF,24,OKC,49,49,37,5.5,12.6,0.437,1.1,3.8,0.304,4.4,8.9,0.493,0.482,3,3.7,0.818,1.2,4.4,5.6,1.8,0.8,0.4,1.6,2.9,15.2,greenje02
177,Jeff Green,SF,24,BOS,26,2,23.5,3.8,7.8,0.485,0.3,1,0.296,3.5,6.7,0.514,0.505,1.9,2.4,0.794,0.6,2.7,3.3,0.7,0.5,0.6,0.9,2.6,9.8,greenje02
178,Willie Green,SG,29,NOH,77,13,21.7,3.5,7.9,0.443,0.7,2,0.348,2.8,5.9,0.476,0.488,1,1.3,0.78,0.3,1.8,2.1,1,0.5,0.2,0.9,1.9,8.7,greenwi01
179,Donté Greene,SF,22,SAC,69,21,16.3,2.3,5.6,0.404,0.7,2.2,0.292,1.6,3.4,0.478,0.462,0.6,0.9,0.662,0.7,1.4,2.1,0.7,0.5,0.3,0.9,1.3,5.8,greendo01
180,Orien Greene,SG,28,NJN,3,0,1.7,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0,0,0,0.3,0.3,0,0,0,1,greenor01
181,Blake Griffin,PF,21,LAC,82,82,38,8.5,16.8,0.506,0.1,0.3,0.292,8.4,16.5,0.51,0.508,5.4,8.5,0.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,griffbl01
182,Hamed Haddadi,C,25,MEM,31,0,5.4,1,1.9,0.517,0,0,0,1,1.8,0.526,0.517,0.5,0.7,0.652,0.8,1.4,2.2,0.2,0.1,0.4,0.4,0.9,2.4,haddaha01
183,Richard Hamilton,SG,32,DET,55,39,27.2,5.2,12.2,0.429,1,2.6,0.382,4.2,9.6,0.442,0.47,2.7,3.1,0.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,hamilri01
184,Tyler Hansbrough,PF,25,IND,70,29,21.9,4.1,8.8,0.465,0,0,0,4.1,8.7,0.466,0.465,2.8,3.6,0.779,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3,11,hansbty01
185,Luke Harangody,PF,23,TOT,49,0,13.1,1.6,4.2,0.383,0.3,1.3,0.242,1.3,2.9,0.45,0.422,0.4,0.5,0.731,0.8,2.1,2.9,0.6,0.3,0.3,0.3,1.6,3.9,haranlu01
185,Luke Harangody,PF,23,BOS,28,0,8.6,1,2.5,0.394,0.1,0.4,0.2,0.9,2.2,0.426,0.408,0.2,0.3,0.625,0.6,1.4,2,0.4,0.1,0.3,0.2,1.3,2.3,haranlu01
185,Luke Harangody,PF,23,CLE,21,0,19,2.4,6.4,0.378,0.7,2.7,0.25,1.8,3.8,0.468,0.43,0.7,0.9,0.778,1.1,3.1,4.2,1,0.5,0.5,0.5,2.1,6.2,haranlu01
186,James Harden,SG,21,OKC,82,5,26.7,3.6,8.3,0.436,1.4,4,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,hardeja01
187,Al Harrington,PF,30,DEN,73,3,22.8,3.8,9.2,0.416,1.6,4.5,0.357,2.2,4.8,0.473,0.503,1.2,1.6,0.735,1,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,harrial01
188,Devin Harris,PG,27,TOT,71,70,31.7,4.8,11.5,0.422,0.8,2.5,0.322,4,8.9,0.45,0.458,4.7,5.7,0.833,0.2,2.1,2.4,7.1,1,0.1,2.9,2.3,15.2,harride01
188,Devin Harris,PG,27,NJN,54,54,31.9,4.8,11.3,0.425,0.6,2,0.3,4.2,9.3,0.452,0.452,4.8,5.7,0.84,0.2,2.2,2.4,7.6,1.1,0.1,2.9,2.4,15,harride01
188,Devin Harris,PG,27,UTA,17,16,31.2,4.9,11.8,0.413,1.5,4.1,0.357,3.4,7.7,0.443,0.475,4.5,5.6,0.811,0.4,2,2.4,5.4,0.8,0.1,2.9,1.9,15.8,harride01
189,Manny Harris,SG,21,CLE,54,15,17.3,2,5.4,0.374,0.6,1.7,0.37,1.4,3.6,0.376,0.433,1.3,1.7,0.763,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,harrima01
190,Mike Harris,PF,27,HOU,4,0,4,0.8,1.5,0.5,0,0,,0.8,1.5,0.5,0.5,0.5,1,0.5,0.5,0.8,1.3,0.3,0,0.3,0.3,0.5,2,harrimi01
191,Udonis Haslem,PF,30,MIA,13,0,26.5,3.4,6.6,0.512,0,0,,3.4,6.6,0.512,0.512,1.2,1.5,0.8,2.2,5.9,8.2,0.5,0.5,0.2,1.1,3,8,hasleud01
192,Spencer Hawes,C,22,PHI,81,81,21.2,3.3,7,0.465,0.1,0.5,0.243,3.1,6.6,0.48,0.473,0.6,1.1,0.534,1.6,4.1,5.7,1.5,0.4,0.9,1.2,2.5,7.2,hawessp01
193,Chuck Hayes,C,27,HOU,74,63,28.1,3.3,6.3,0.527,0,0,0,3.3,6.2,0.529,0.527,1.3,1.9,0.662,3,5.1,8.1,2.7,1.1,0.7,1.2,2.7,7.9,hayesch01
194,Gordon Hayward,SF,20,UTA,72,17,16.9,2,4.1,0.485,0.5,1,0.473,1.5,3,0.489,0.544,1,1.3,0.711,0.6,1.4,1.9,1.1,0.4,0.3,1,1.5,5.4,haywago01
195,Lazar Hayward,SF,24,MIN,42,0,10,1.3,3.7,0.357,0.4,1.4,0.283,0.9,2.2,0.404,0.412,0.8,1,0.786,0.5,1.1,1.7,0.7,0.3,0.2,0.5,1,3.8,haywala01
196,Brendan Haywood,C,31,DAL,72,8,18.5,1.8,3.1,0.574,0,0,0,1.8,3.1,0.577,0.574,0.9,2.5,0.362,1.8,3.4,5.2,0.3,0.2,1,0.7,2,4.4,haywobr01
197,Luther Head,PG,28,SAC,36,14,16.3,1.9,4.6,0.415,0.7,1.8,0.391,1.2,2.8,0.43,0.491,1.1,1.4,0.78,0.4,1.2,1.7,1.9,0.3,0.3,0.9,1.2,5.6,headlu01
198,Gerald Henderson,SG,23,CHA,68,30,24.4,3.8,8.4,0.454,0.1,0.5,0.194,3.7,7.9,0.472,0.461,1.9,2.4,0.785,0.7,2.3,3,1.5,0.7,0.5,0.9,1.7,9.6,hendege02
199,Xavier Henry,SG,19,MEM,38,16,13.9,1.7,4.2,0.406,0.1,0.4,0.118,1.7,3.8,0.441,0.413,0.9,1.4,0.635,0.2,0.7,1,0.5,0.3,0.1,0.3,1.3,4.3,henryxa01
200,Roy Hibbert,C,24,IND,81,80,27.7,5.1,11,0.461,0,0,0,5.1,10.9,0.463,0.461,2.5,3.4,0.745,2.2,5.3,7.5,2,0.4,1.8,2.3,3.2,12.7,hibbero01
201,J.J. Hickson,C,22,CLE,80,66,28.2,5.4,11.7,0.458,0,0.1,0,5.4,11.6,0.461,0.458,3.1,4.6,0.673,2.7,6,8.7,1.1,0.6,0.7,2.2,2.7,13.8,hicksjj01
202,Nenê,C,28,DEN,75,75,30.5,5.4,8.7,0.615,0,0.1,0.2,5.3,8.7,0.618,0.615,3.8,5.4,0.711,1.9,5.7,7.6,2,1.1,1,1.8,3.2,14.5,hilarne01
203,George Hill,PG,24,SAS,76,5,28.3,3.8,8.3,0.453,1,2.7,0.377,2.8,5.6,0.49,0.514,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2,11.6,hillge01
204,Grant Hill*,SF,38,PHO,80,80,30.1,5,10.3,0.484,0.6,1.4,0.395,4.4,8.9,0.498,0.511,2.7,3.2,0.829,1,3.3,4.2,2.5,0.8,0.4,1.7,2.3,13.2,hillgr01
205,Jordan Hill,C,23,HOU,72,11,15.6,2.4,4.9,0.491,0,0,0,2.4,4.9,0.494,0.491,0.8,1.2,0.706,1.8,2.5,4.3,0.4,0.2,0.7,0.9,2.2,5.6,hilljo01
206,Kirk Hinrich,SG-PG,30,TOT,72,51,30,3.9,8.7,0.446,1,2.6,0.399,2.8,6,0.467,0.506,1.5,1.8,0.841,0.3,2.2,2.5,4,1,0.2,1.7,2.6,10.2,hinriki01
206,Kirk Hinrich,SG,30,WAS,48,29,30.6,4.1,9.1,0.452,0.9,2.3,0.384,3.2,6.8,0.475,0.501,1.9,2.2,0.876,0.3,2.4,2.7,4.4,1.2,0.2,1.8,2.5,11.1,hinriki01
206,Kirk Hinrich,PG,30,ATL,24,22,28.6,3.3,7.7,0.432,1.3,3.2,0.421,2,4.5,0.44,0.519,0.6,0.9,0.667,0.3,1.9,2.2,3.3,0.8,0.3,1.5,2.8,8.6,hinriki01
207,Jrue Holiday,PG,20,PHI,82,82,35.4,5.4,12.2,0.446,1,2.7,0.365,4.5,9.5,0.47,0.487,2.1,2.5,0.823,0.8,3.2,4,6.5,1.5,0.4,2.7,2.5,14,holidjr01
208,Ryan Hollins,C,26,CLE,70,16,16.9,1.9,3.1,0.598,0,0,,1.9,3.1,0.598,0.598,1.6,2.3,0.681,1,1.7,2.7,0.4,0.3,0.6,1,2.8,5.3,holliry01
209,Al Horford,C,24,ATL,77,77,35.1,6.7,12,0.557,0,0.1,0.5,6.6,11.9,0.557,0.558,1.9,2.4,0.798,2.4,7,9.3,3.5,0.8,1,1.5,2.5,15.3,horfoal01
210,Eddie House,SG,32,MIA,56,1,17.5,2.3,5.7,0.399,1.2,3.1,0.389,1.1,2.6,0.411,0.505,0.7,0.7,0.95,0.2,1.5,1.6,1.1,0.6,0.1,0.5,1.2,6.5,houseed01
211,Dwight Howard,C,25,ORL,78,78,37.6,7.9,13.4,0.593,0,0.1,0,7.9,13.3,0.597,0.593,7,11.7,0.596,4,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,howardw01
212,Josh Howard,SF,30,WAS,18,10,22.7,3.2,9,0.358,0.4,1.6,0.241,2.8,7.4,0.383,0.38,1.6,2.6,0.617,1,3.1,4.1,1.3,0.7,0.3,1.1,1.9,8.4,howarjo01
213,Juwan Howard,PF,37,MIA,57,0,10.4,1,2.2,0.44,0,0,,1,2.2,0.44,0.44,0.5,0.6,0.829,0.6,1.5,2.1,0.4,0.2,0.1,0.4,1.1,2.4,howarju01
214,Lester Hudson,PG,26,WAS,11,0,6.6,0.5,2.2,0.25,0.4,1.4,0.267,0.2,0.8,0.222,0.333,0.2,0.4,0.5,0.1,0.4,0.5,1.5,0.4,0.1,0.6,0.9,1.6,hudsole01
215,Kris Humphries,PF,25,NJN,74,44,27.9,4.1,7.9,0.527,0,0,0,4.1,7.9,0.527,0.527,1.7,2.6,0.665,3,7.4,10.4,1.1,0.4,1.1,1.4,2.3,10,humphkr01
216,Serge Ibaka,PF,21,OKC,82,44,27,4.1,7.5,0.543,0,0,0,4.1,7.5,0.544,0.543,1.7,2.2,0.75,2.6,5,7.6,0.3,0.4,2.4,0.9,3.3,9.9,ibakase01
217,Andre Iguodala,SF,27,PHI,67,67,36.9,5,11.3,0.445,0.9,2.7,0.337,4.1,8.6,0.479,0.486,3.1,4.5,0.693,0.9,4.9,5.8,6.3,1.5,0.6,2.1,1.6,14.1,iguodan01
218,Zydrunas Ilgauskas,C,35,MIA,72,51,15.9,2.3,4.4,0.508,0,0,0,2.3,4.4,0.509,0.508,0.5,0.6,0.783,1.5,2.5,4,0.4,0.3,0.8,0.7,2.6,5,ilgauzy01
219,D.J. Mbenga,C,30,NOH,41,0,8,0.6,1.2,0.469,0,0,,0.6,1.2,0.469,0.469,0.3,0.4,0.722,0.9,1.2,2.1,0.1,0.1,0.7,0.5,1.3,1.4,mbengdj01
220,Ersan İlyasova,PF,23,MIL,60,34,25.1,3.7,8.5,0.436,0.6,2,0.298,3.1,6.4,0.479,0.471,1.6,1.7,0.894,1.8,4.3,6.1,0.9,0.9,0.4,1.1,2.7,9.5,ilyaser01
221,Royal Ivey,SG,29,OKC,25,0,6.2,0.6,1.5,0.421,0.3,0.6,0.438,0.4,0.9,0.409,0.513,0.1,0.1,1,0.1,0.6,0.6,0.3,0.2,0,0.2,0.7,1.6,iveyro01
222,Jarrett Jack,SG-PG,27,TOT,83,15,20.7,3.1,7.7,0.408,0.4,1.3,0.306,2.7,6.4,0.429,0.434,2.2,2.6,0.85,0.2,1.8,2.1,2.9,0.7,0.1,1.3,1.2,8.9,jackja01
222,Jarrett Jack,PG,27,TOR,13,13,26.7,3.7,9.4,0.393,0.3,1.8,0.167,3.4,7.5,0.449,0.41,3.1,3.5,0.87,0.5,2.8,3.2,4.5,1.1,0,2.6,1.9,10.8,jackja01
222,Jarrett Jack,SG,27,NOH,70,2,19.6,3,7.4,0.412,0.4,1.2,0.345,2.6,6.2,0.425,0.44,2,2.4,0.845,0.2,1.7,1.9,2.6,0.6,0.1,1.1,1.1,8.5,jackja01
223,Darnell Jackson,PF,25,SAC,59,2,8.2,1.3,2.7,0.487,0.1,0.2,0.273,1.3,2.5,0.503,0.497,0.5,0.8,0.612,0.8,0.8,1.6,0.2,0.2,0.1,0.4,1,3.2,jacksda01
224,Stephen Jackson,SG,32,CHA,67,67,35.9,6.5,15.8,0.411,1.8,5.4,0.337,4.7,10.4,0.449,0.468,3.7,4.6,0.816,0.8,3.7,4.5,3.6,1.2,0.4,3.1,2.4,18.5,jacksst02
225,Damion James,SF,23,NJN,25,9,16.1,1.8,4.1,0.447,0,0.1,0,1.8,4,0.46,0.447,0.7,1.1,0.643,0.7,2.7,3.4,0.8,0.6,0.5,1,1.4,4.4,jamesda01
226,LeBron James,SF,26,MIA,79,79,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1,6.5,7.5,7,1.6,0.6,3.6,2.1,26.7,jamesle01
227,Antawn Jamison,PF,34,CLE,56,38,32.9,6.7,15.6,0.427,1.6,4.7,0.346,5.1,10.9,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18,jamisan01
228,Othyus Jeffers,SG,25,TOT,17,1,18.9,1.8,3.8,0.477,0.1,0.2,0.25,1.8,3.6,0.492,0.485,1.8,2.7,0.652,1.5,2.5,3.9,1.2,1,0,0.8,1.9,5.5,jeffeot01
228,Othyus Jeffers,SG,25,SAS,1,0,8,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,2,2,1,0,0,1,1,2,jeffeot01
228,Othyus Jeffers,SG,25,WAS,16,1,19.6,1.9,3.9,0.484,0.1,0.3,0.25,1.8,3.6,0.5,0.492,1.9,2.9,0.652,1.6,2.5,4.1,1.2,1.1,0,0.8,1.9,5.7,jeffeot01
229,Al Jefferson,C,26,UTA,82,82,35.9,8,16.1,0.496,0,0,,8,16.1,0.496,0.496,2.7,3.5,0.761,2.9,6.8,9.7,1.8,0.6,1.9,1.3,2.9,18.6,jeffeal01
230,Richard Jefferson,SF,30,SAS,81,81,30.4,3.8,7.9,0.474,1.7,3.8,0.44,2.1,4.1,0.504,0.579,1.8,2.4,0.759,0.7,3.2,3.8,1.3,0.5,0.4,1.1,2,11,jefferi01
231,Jared Jeffries,PF,29,TOT,42,9,14.3,0.7,2,0.349,0,0.2,0.222,0.7,1.8,0.364,0.36,0.3,0.7,0.414,1.5,1.3,2.8,0.9,0.7,0.4,0.5,1.8,1.8,jeffrja01
231,Jared Jeffries,PF,29,HOU,18,0,7.7,0.6,2,0.306,0.1,0.3,0.167,0.6,1.7,0.333,0.319,0.2,0.6,0.4,1.1,0.8,1.9,0.6,0.4,0.2,0.2,1.2,1.5,jeffrja01
231,Jared Jeffries,PF,29,NYK,24,9,19.3,0.8,2.1,0.38,0,0.1,0.333,0.8,2,0.383,0.39,0.3,0.8,0.421,1.8,1.6,3.4,1,1,0.6,0.7,2.3,2,jeffrja01
232,Brandon Jennings,PG,21,MIL,63,61,34.4,5.7,14.7,0.39,1.6,4.8,0.323,4.2,9.9,0.422,0.443,3.2,3.9,0.809,0.7,3,3.7,4.8,1.5,0.3,2.3,2.1,16.2,jennibr01
233,Eugene Jeter,PG,27,SAC,62,1,13.8,1.7,4.2,0.409,0.1,0.5,0.2,1.6,3.7,0.437,0.421,0.6,0.7,0.902,0.1,1,1.1,2.6,0.5,0,0.8,0.9,4.1,jetereu01
234,Yi Jianlian,PF,23,WAS,63,11,17.7,2.3,5.5,0.418,0,0.2,0.231,2.3,5.3,0.425,0.422,1,1.4,0.681,1.3,2.7,3.9,0.4,0.4,0.5,0.8,1.8,5.6,jianlyi01
235,Amir Johnson,PF,23,TOR,72,54,25.7,3.9,6.9,0.568,0,0,0,3.9,6.9,0.569,0.568,1.8,2.2,0.788,2.6,3.8,6.4,1.1,0.7,1.2,1,3.7,9.6,johnsam01
236,Armon Johnson,PG,21,POR,38,0,7.3,1.2,2.7,0.455,0.1,0.3,0.417,1.1,2.3,0.461,0.48,0.3,0.6,0.591,0.3,0.7,0.9,1.2,0.1,0,1,0.8,2.9,johnsar02
237,Chris Johnson,C,25,TOT,14,1,9.9,0.6,1.5,0.429,0,0,,0.6,1.5,0.429,0.429,1.1,1.4,0.75,0.9,1.4,2.3,0.2,0.2,0.6,0.7,1.5,2.4,johnsch03
237,Chris Johnson,C,25,POR,10,1,10.6,0.7,1.8,0.389,0,0,,0.7,1.8,0.389,0.389,1.3,1.8,0.722,1.1,1.6,2.7,0.2,0.3,0.6,0.8,1.8,2.7,johnsch03
237,Chris Johnson,C,25,BOS,4,0,8,0.5,0.8,0.667,0,0,,0.5,0.8,0.667,0.667,0.5,0.5,1,0.3,1,1.3,0.3,0,0.8,0.5,0.8,1.5,johnsch03
238,James Johnson,SF,23,TOT,38,25,21.6,2.8,6.2,0.456,0.2,0.9,0.235,2.6,5.3,0.493,0.473,1.2,1.9,0.662,1,2.8,3.7,2.3,0.9,1,1.7,2.5,7.1,johnsja01
238,James Johnson,SF,23,CHI,13,0,9.5,1.3,3.2,0.415,0.2,0.7,0.222,1.2,2.5,0.469,0.439,0.5,1,0.462,0.5,1.4,1.8,1.1,0.6,0.7,1.4,1.9,3.2,johnsja01
238,James Johnson,SF,23,TOR,25,25,28,3.6,7.8,0.464,0.2,1,0.24,3.4,6.8,0.497,0.48,1.6,2.3,0.707,1.2,3.5,4.7,3,1,1.1,1.8,2.8,9.2,johnsja01
239,Joe Johnson,SG,29,ATL,72,72,35.5,7.1,16.1,0.443,1.2,4.2,0.297,5.9,12,0.494,0.481,2.7,3.4,0.802,0.8,3.2,4,4.7,0.7,0.1,2,1.8,18.2,johnsjo02
240,Trey Johnson,SG,26,TOT,8,0,11.8,1.5,4.1,0.364,0.1,0.4,0.333,1.4,3.8,0.367,0.379,1.1,1.3,0.9,0.3,0.6,0.9,1.4,0.1,0.1,0.6,1.5,4.3,johnstr01
240,Trey Johnson,SG,26,TOR,7,0,11.6,1.4,4.3,0.333,0.1,0.4,0.333,1.3,3.9,0.333,0.35,1,1.1,0.875,0.3,0.7,1,1.6,0.1,0.1,0.7,1.6,4,johnstr01
240,Trey Johnson,SG,26,LAL,1,0,13,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1,0,0,0,0,0,0,0,1,6,johnstr01
241,Wesley Johnson,SG,23,MIN,79,63,26.2,3.4,8.6,0.397,1.3,3.7,0.356,2.1,5,0.427,0.473,0.8,1.2,0.696,0.6,2.4,3,1.9,0.7,0.7,1.2,2.1,9,johnswe01
242,Dahntay Jones,SG,30,IND,45,2,13.1,2.2,4.8,0.467,0.3,0.9,0.359,1.9,3.9,0.491,0.5,1.5,2,0.767,0.1,1.4,1.4,0.7,0.4,0.2,0.7,1.6,6.3,jonesda02
243,Dominique Jones,SG,22,DAL,18,0,7.5,0.8,2.5,0.311,0,0.2,0,0.8,2.3,0.341,0.311,0.8,0.9,0.824,0.3,1.1,1.4,1.1,0.3,0.2,0.6,0.4,2.3,jonesdo02
244,James Jones,SF,30,MIA,81,8,19.1,1.8,4.3,0.422,1.5,3.5,0.429,0.3,0.7,0.39,0.6,0.7,0.9,0.833,0.3,1.7,2,0.5,0.4,0.2,0.3,1.6,5.9,jonesja02
245,Solomon Jones,C,26,IND,39,0,13.5,1.3,3.1,0.405,0,0,0,1.3,3.1,0.408,0.405,1.1,1.6,0.661,1.2,1.7,2.9,0.8,0.3,0.6,0.9,2.4,3.6,jonesso01
246,DeAndre Jordan,C,22,LAC,80,66,25.6,2.9,4.3,0.686,0,0,0,2.9,4.3,0.688,0.686,1.2,2.7,0.452,2.6,4.6,7.2,0.5,0.5,1.8,1.3,3.2,7.1,jordade01
247,Chris Kaman,C,28,LAC,32,15,26.2,5.5,11.8,0.471,0,0,,5.5,11.8,0.471,0.471,1.3,1.8,0.754,1.6,5.4,7,1.4,0.5,1.5,1.8,2.3,12.4,kamanch01
248,Jason Kapono,SF,29,PHI,24,2,4.7,0.3,1.2,0.25,0,0.3,0.125,0.3,0.8,0.3,0.268,0,0.1,0.5,0.1,0.3,0.5,0.2,0.1,0,0.1,0.2,0.7,kaponja01
249,Jason Kidd*,PG,37,DAL,80,80,33.2,2.7,7.5,0.361,1.7,4.9,0.34,1,2.6,0.4,0.472,0.8,1,0.87,0.4,4,4.4,8.2,1.7,0.4,2.2,1.5,7.9,kiddja01
250,Andrei Kirilenko,SF,29,UTA,64,62,31.2,4,8.5,0.467,0.6,1.5,0.367,3.4,6.9,0.489,0.5,3.3,4.2,0.77,1.6,3.5,5.1,3,1.3,1.2,1.8,1.8,11.7,kirilan01
251,Linas Kleiza,SF,26,TOR,39,23,26.5,4.6,10.4,0.438,1,3.4,0.298,3.6,7.1,0.505,0.486,1.1,1.7,0.631,0.9,3.6,4.5,1,0.5,0.2,1.7,2.5,11.2,kleizli01
252,Kyle Korver,SG,29,CHI,82,0,20.1,3,6.8,0.434,1.5,3.5,0.415,1.5,3.3,0.455,0.542,0.9,1.1,0.885,0.1,1.7,1.8,1.5,0.4,0.2,0.7,1.9,8.3,korveky01
253,Kosta Koufos,C,21,TOT,50,2,8.7,1.4,3,0.453,0,0,0,1.4,3,0.459,0.453,0.5,0.9,0.558,1.1,1.5,2.6,0.1,0.2,0.5,0.6,1.2,3.2,koufoko01
253,Kosta Koufos,C,21,MIN,39,1,8.6,1.2,2.8,0.435,0,0.1,0,1.2,2.7,0.443,0.435,0.3,0.6,0.5,1.1,1.4,2.5,0.2,0.2,0.5,0.6,1.3,2.7,koufoko01
253,Kosta Koufos,C,21,DEN,11,1,8.9,1.9,3.8,0.5,0,0,,1.9,3.8,0.5,0.5,1.1,1.7,0.632,1.4,1.6,3,0,0.2,0.5,0.5,0.8,4.9,koufoko01
254,Nenad Krstić,C,27,TOT,71,67,22.1,3.3,6.4,0.511,0,0,,3.3,6.4,0.511,0.511,1.6,2.1,0.774,1.7,3,4.7,0.4,0.4,0.4,0.8,2.6,8.1,krstine01
254,Nenad Krstić,C,27,OKC,47,47,21.7,3.2,6.5,0.498,0,0,,3.2,6.5,0.498,0.498,1.1,1.4,0.803,1.6,2.8,4.4,0.4,0.4,0.4,0.7,2.3,7.6,krstine01
254,Nenad Krstić,C,27,BOS,24,20,23,3.3,6.1,0.537,0,0,,3.3,6.1,0.537,0.537,2.5,3.3,0.75,2,3.4,5.3,0.3,0.3,0.3,1,3.2,9.1,krstine01
255,Carl Landry,PF,27,TOT,76,26,26.4,4.5,9,0.502,0,0.1,0,4.5,9,0.505,0.502,2.8,3.8,0.74,2.2,2.4,4.6,0.8,0.5,0.4,1.4,2.6,11.9,landrca01
255,Carl Landry,PF,27,SAC,53,16,26.5,4.5,9.1,0.492,0,0.1,0,4.5,9.1,0.495,0.492,2.9,4.1,0.721,2.4,2.4,4.8,0.9,0.6,0.4,1.5,2.4,11.9,landrca01
255,Carl Landry,PF,27,NOH,23,10,26.2,4.7,8.8,0.527,0,0,0,4.7,8.8,0.53,0.527,2.5,3.2,0.795,1.7,2.4,4.1,0.6,0.4,0.5,1.2,3.1,11.8,landrca01
256,Acie Law,PG,26,TOT,51,0,14.2,1.6,3.6,0.435,0.1,0.7,0.167,1.5,2.9,0.5,0.452,0.9,1.3,0.734,0.2,1,1.2,1.6,0.6,0,0.8,1.2,4.2,lawac01
256,Acie Law,PG,26,MEM,11,0,8.5,0.3,1.7,0.158,0,0.5,0,0.3,1.2,0.231,0.158,0.5,0.9,0.6,0.3,0.7,1,1.3,0.4,0,0.9,0.9,1.1,lawac01
256,Acie Law,PG,26,GSW,40,0,15.8,2,4.2,0.467,0.2,0.8,0.2,1.8,3.4,0.526,0.485,1,1.4,0.759,0.2,1.1,1.3,1.8,0.7,0,0.8,1.3,5.1,lawac01
257,Gani Lawal,PF,22,PHO,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,lawalga01
258,Ty Lawson,PG,23,DEN,80,31,26.3,4.3,8.6,0.503,0.9,2.1,0.404,3.5,6.5,0.536,0.553,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1,0.1,1.7,1.7,11.7,lawsoty01
