Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
145,Dean Garrett,C,35,GSW,5,0,31,4,15,0.267,0,0,,4,15,0.267,0.267,0,0,,3,7,10,1,2,1,3,6,8,garrede01
146,Pat Garrity,PF,25,ORL,80,43,2406,327,767,0.426,169,396,0.427,158,371,0.426,0.537,61,73,0.836,77,261,338,99,61,28,68,230,884,garripa01
147,Pau Gasol*,PF,21,MEM,82,79,3007,551,1064,0.518,1,5,0.2,550,1059,0.519,0.518,338,477,0.709,238,492,730,223,41,169,224,195,1441,gasolpa01
148,Chris Gatling,PF,34,MIA,54,1,809,131,293,0.447,1,8,0.125,130,285,0.456,0.449,82,117,0.701,71,135,206,25,17,11,58,109,345,gatlich01
149,Matt Geiger,C,32,PHI,4,0,36,1,8,0.125,0,0,,1,8,0.125,0.125,1,2,0.5,3,3,6,0,0,2,2,2,3,geigema01
150,Devean George,SF,24,LAL,82,1,1759,215,523,0.411,66,178,0.371,149,345,0.432,0.474,85,126,0.675,78,225,303,111,71,42,66,190,581,georgde01
151,Eddie Gill,PG,23,MEM,23,5,384,39,92,0.424,7,22,0.318,32,70,0.457,0.462,31,39,0.795,7,21,28,49,11,3,34,38,116,gilled01
152,Kendall Gill,SG,33,MIA,65,49,1410,162,422,0.384,6,44,0.136,156,378,0.413,0.391,42,62,0.677,29,155,184,100,44,8,55,140,372,gillke01
153,Dion Glover,SG,23,ATL,55,25,1156,192,456,0.421,30,91,0.33,162,365,0.444,0.454,78,103,0.757,36,133,169,84,45,14,76,89,492,glovedi01
154,Steve Goodrich,SF,25,NJN,9,0,50,2,10,0.2,0,0,,2,10,0.2,0.2,1,2,0.5,1,4,5,5,1,2,3,10,5,goodrst01
155,Brian Grant,PF,29,MIA,72,72,2256,286,610,0.469,0,2,0,286,608,0.47,0.469,101,119,0.849,168,407,575,137,48,31,122,236,673,grantbr01
156,Horace Grant,C,36,ORL,76,76,2210,264,515,0.513,0,0,,264,515,0.513,0.513,80,111,0.721,159,322,481,104,57,49,51,118,608,grantho01
157,Adrian Griffin,SG,27,DAL,58,34,1383,179,359,0.499,16,54,0.296,163,305,0.534,0.521,41,49,0.837,68,161,229,106,75,12,42,142,415,griffad01
158,Eddie Griffin,PF,19,HOU,73,24,1896,244,666,0.366,90,273,0.33,154,393,0.392,0.434,64,86,0.744,117,299,416,53,17,134,47,117,642,griffed01
159,Tom Gugliotta,PF,32,PHO,44,40,1129,127,301,0.422,3,9,0.333,124,292,0.425,0.427,28,37,0.757,59,162,221,77,39,30,61,116,285,guglito01
160,A.J. Guyton,PG,23,CHI,45,6,607,88,244,0.361,46,123,0.374,42,121,0.347,0.455,22,27,0.815,12,32,44,81,10,7,37,23,244,guytoaj01
161,Darvin Ham,SF,28,MIL,70,2,1208,120,211,0.569,1,7,0.143,119,204,0.583,0.571,62,123,0.504,91,111,202,73,25,37,83,175,303,hamda01
162,Richard Hamilton,SG,23,WAS,63,57,2203,472,1084,0.435,16,42,0.381,456,1042,0.438,0.443,300,337,0.89,73,143,216,171,38,14,132,136,1260,hamilri01
163,Tang Hamilton,SF,23,MIA,9,2,98,10,19,0.526,0,1,0,10,18,0.556,0.526,0,1,0,6,12,18,5,4,0,2,10,20,hamilta01
164,Zendon Hamilton,PF,26,DEN,54,15,848,103,245,0.42,0,0,,103,245,0.42,0.42,118,181,0.652,110,143,253,14,21,18,60,104,324,hamilze01
165,Anfernee Hardaway,SG,30,PHO,80,55,2462,389,931,0.418,23,83,0.277,366,848,0.432,0.43,158,195,0.81,98,252,350,324,122,32,189,184,959,hardaan01
166,Tim Hardaway*,PG,35,TOT,68,16,1601,226,620,0.365,123,354,0.347,103,266,0.387,0.464,77,97,0.794,14,110,124,278,57,10,111,109,652,hardati01
166,Tim Hardaway*,PG,35,DAL,54,2,1276,179,494,0.362,95,279,0.341,84,215,0.391,0.459,65,78,0.833,13,84,97,201,40,8,73,84,518,hardati01
166,Tim Hardaway*,PG,35,DEN,14,14,325,47,126,0.373,28,75,0.373,19,51,0.373,0.484,12,19,0.632,1,26,27,77,17,2,38,25,134,hardati01
167,Matt Harpring,SF,25,PHI,81,81,2541,386,838,0.461,21,69,0.304,365,769,0.475,0.473,165,222,0.743,203,370,573,107,70,5,127,201,958,harprma01
168,Al Harrington,PF,21,IND,44,1,1313,230,484,0.475,1,3,0.333,229,481,0.476,0.476,115,144,0.799,96,180,276,54,41,21,78,166,576,harrial01
169,Othella Harrington,PF,28,NYK,77,4,1563,237,450,0.527,0,2,0,237,448,0.529,0.527,122,172,0.709,125,224,349,37,30,36,95,250,596,harriot01
170,Lucious Harris,SG,31,NJN,74,0,1553,249,537,0.464,44,118,0.373,205,419,0.489,0.505,133,158,0.842,49,158,207,116,53,6,61,99,675,harrilu01
171,Jason Hart,PG,23,SAS,10,0,92,10,19,0.526,0,2,0,10,17,0.588,0.526,6,6,1,4,9,13,12,7,1,8,16,26,hartja01
172,Antonio Harvey,PF,31,SEA,5,3,47,4,12,0.333,0,0,,4,12,0.333,0.333,1,2,0.5,5,4,9,5,1,3,3,8,9,harvean01
173,Donnell Harvey,PF,21,TOT,47,4,841,108,217,0.498,0,0,,108,217,0.498,0.498,54,90,0.6,80,147,227,37,21,24,33,115,270,harvedo01
173,Donnell Harvey,PF,21,DAL,18,0,162,14,26,0.538,0,0,,14,26,0.538,0.538,10,22,0.455,12,34,46,5,4,5,8,27,38,harvedo01
173,Donnell Harvey,PF,21,DEN,29,4,679,94,191,0.492,0,0,,94,191,0.492,0.492,44,68,0.647,68,113,181,32,17,19,25,88,232,harvedo01
174,Trenton Hassell,SG,22,CHI,78,47,2237,267,628,0.425,60,165,0.364,207,463,0.447,0.473,87,114,0.763,65,190,255,172,55,44,101,184,681,hassetr01
175,Kirk Haston,PF,22,CHH,15,0,77,11,39,0.282,0,3,0,11,36,0.306,0.282,4,8,0.5,5,15,20,5,0,1,3,9,26,hastoki01
176,Brendan Haywood,C,22,WAS,62,2,1266,109,221,0.493,0,0,,109,221,0.493,0.493,97,160,0.606,143,179,322,29,21,91,50,158,315,haywobr01
177,Alan Henderson,PF,29,ATL,26,1,422,59,116,0.509,1,1,1,58,115,0.504,0.513,24,45,0.533,31,66,97,11,11,15,21,40,143,hendeal01
178,Cedric Henderson,SF,26,GSW,12,0,70,15,31,0.484,2,4,0.5,13,27,0.481,0.516,4,7,0.571,1,2,3,4,6,2,8,4,36,hendece02
179,Grant Hill*,SF,29,ORL,14,14,512,83,195,0.426,0,2,0,83,193,0.43,0.426,69,80,0.863,29,96,125,64,8,4,37,40,235,hillgr01
180,Tyrone Hill,PF,33,CLE,26,26,810,71,182,0.39,0,1,0,71,181,0.392,0.39,67,103,0.65,79,195,274,23,17,13,48,102,209,hillty01
181,Fred Hoiberg,SG,29,CHI,79,8,1408,121,291,0.416,24,92,0.261,97,199,0.487,0.457,79,94,0.84,18,192,210,136,61,5,32,87,345,hoibefr01
182,Robert Horry,PF,31,LAL,81,23,2140,183,460,0.398,76,203,0.374,107,257,0.416,0.48,108,138,0.783,130,349,479,232,77,89,88,208,550,horryro01
183,Eddie House,PG,23,MIA,64,3,1230,209,524,0.399,54,157,0.344,155,367,0.422,0.45,42,49,0.857,17,93,110,123,43,5,80,98,514,houseed01
184,Allan Houston,SG,30,NYK,77,77,2914,568,1301,0.437,136,346,0.393,432,955,0.452,0.489,295,339,0.87,37,215,252,190,54,10,170,182,1567,houstal01
185,Juwan Howard,PF,28,TOT,81,72,2635,462,1005,0.46,0,2,0,462,1003,0.461,0.46,261,343,0.761,223,389,612,169,46,47,152,265,1185,howarju01
185,Juwan Howard,PF,28,DAL,53,44,1659,270,585,0.462,0,1,0,270,584,0.462,0.462,144,191,0.754,138,252,390,93,28,30,78,170,684,howarju01
185,Juwan Howard,PF,28,DEN,28,28,976,192,420,0.457,0,1,0,192,419,0.458,0.457,117,152,0.77,85,137,222,76,18,17,74,95,501,howarju01
186,Troy Hudson,PG,25,ORL,81,4,1854,354,815,0.434,66,187,0.353,288,628,0.459,0.475,176,201,0.876,30,115,145,255,57,6,163,119,950,hudsotr01
187,Larry Hughes,SG,23,GSW,73,56,2049,343,810,0.423,18,93,0.194,325,717,0.453,0.435,191,259,0.737,83,162,245,316,113,23,171,150,895,hughela01
188,Lindsey Hunter,PG,31,LAL,82,47,1616,187,490,0.382,79,208,0.38,108,282,0.383,0.462,20,40,0.5,18,103,121,129,66,19,55,120,473,hunteli01
189,Steven Hunter,C,20,ORL,53,21,516,67,147,0.456,0,0,,67,147,0.456,0.456,55,94,0.585,40,57,97,5,5,43,16,81,189,huntest01
190,Zydrunas Ilgauskas,C,26,CLE,62,23,1329,241,567,0.425,0,5,0,241,562,0.429,0.425,208,276,0.754,136,198,334,70,17,84,94,187,690,ilgauzy01
191,Allen Iverson*,SG,26,PHI,60,59,2622,665,1669,0.398,78,268,0.291,587,1401,0.419,0.422,475,585,0.812,44,225,269,331,168,13,237,102,1883,iversal01
192,Bobby Jackson,PG,28,SAC,81,3,1750,334,754,0.443,79,219,0.361,255,535,0.477,0.495,149,184,0.81,82,169,251,164,73,11,93,145,896,jacksbo01
193,Jaren Jackson,SG,34,ORL,9,0,144,15,37,0.405,7,20,0.35,8,17,0.471,0.5,2,4,0.5,1,16,17,8,5,0,8,13,39,jacksja01
194,Jermaine Jackson,SG,25,TOR,24,0,280,20,42,0.476,1,2,0.5,19,40,0.475,0.488,16,24,0.667,3,24,27,57,9,1,14,24,57,jacksje01
195,Jim Jackson,SF,31,MIA,55,19,1825,238,538,0.442,38,81,0.469,200,457,0.438,0.478,75,87,0.862,54,236,290,140,42,14,106,145,589,jacksji01
196,Marc Jackson,C,27,TOT,39,0,495,60,164,0.366,0,1,0,60,163,0.368,0.366,66,80,0.825,48,80,128,14,11,6,30,69,186,jacksma02
196,Marc Jackson,C,27,GSW,17,0,169,22,65,0.338,0,0,,22,65,0.338,0.338,40,48,0.833,17,26,43,7,5,3,12,25,84,jacksma02
196,Marc Jackson,C,27,MIN,22,0,326,38,99,0.384,0,1,0,38,98,0.388,0.384,26,32,0.813,31,54,85,7,6,3,18,44,102,jacksma02
197,Mark Jackson,PG,36,NYK,82,82,2367,260,592,0.439,79,195,0.405,181,397,0.456,0.506,87,110,0.791,56,253,309,605,74,1,150,162,686,jacksma01
198,Stephen Jackson,SF,23,SAS,23,1,227,34,91,0.374,9,36,0.25,25,55,0.455,0.423,12,17,0.706,3,23,26,11,15,3,23,29,89,jacksst02
199,Jerome James,C,26,SEA,56,40,949,134,273,0.491,0,0,,134,273,0.491,0.491,30,60,0.5,89,143,232,24,25,86,74,174,298,jamesje01
200,Mike James,PG,26,MIA,15,0,119,15,43,0.349,8,21,0.381,7,22,0.318,0.442,4,7,0.571,2,12,14,19,6,1,13,17,42,jamesmi01
201,Tim James,SF,25,PHI,9,0,41,5,13,0.385,0,0,,5,13,0.385,0.385,2,6,0.333,5,2,7,1,0,1,3,5,12,jamesti01
202,Antawn Jamison,SF,25,GSW,82,82,3033,614,1375,0.447,68,210,0.324,546,1165,0.469,0.471,323,440,0.734,211,345,556,161,70,45,161,187,1619,jamisan01
203,Harold Jamison,PF,25,LAC,25,2,176,22,43,0.512,0,0,,22,43,0.512,0.512,10,15,0.667,24,15,39,6,5,1,6,23,54,jamisha01
204,Richard Jefferson,SF,21,NJN,79,9,1917,270,591,0.457,13,56,0.232,257,535,0.48,0.468,189,265,0.713,85,208,293,140,64,48,107,211,742,jefferi01
205,Anthony Johnson,SG,27,NJN,34,0,366,37,90,0.411,4,12,0.333,33,78,0.423,0.433,16,25,0.64,10,19,29,48,31,1,20,30,94,johnsan02
206,Avery Johnson,PG,36,TOT,68,13,1352,207,432,0.479,0,5,0,207,427,0.485,0.479,121,163,0.742,14,55,69,286,40,9,76,86,535,johnsav01
206,Avery Johnson,PG,36,DEN,51,13,1200,186,383,0.486,0,5,0,186,378,0.492,0.486,109,146,0.747,14,50,64,258,35,8,67,69,481,johnsav01
206,Avery Johnson,PG,36,DAL,17,0,152,21,49,0.429,0,0,,21,49,0.429,0.429,12,17,0.706,0,5,5,28,5,1,9,17,54,johnsav01
207,DerMarr Johnson,SF,21,ATL,72,46,1727,214,540,0.396,89,247,0.36,125,293,0.427,0.479,85,105,0.81,59,188,247,81,62,56,102,163,602,johnsde03
208,Ervin Johnson,C,34,MIL,81,9,1660,89,193,0.461,0,1,0,89,192,0.464,0.461,30,66,0.455,142,324,466,27,37,82,52,219,208,johnser02
209,Joe Johnson,SG,20,TOT,77,60,1916,251,584,0.43,38,130,0.292,213,454,0.469,0.462,41,53,0.774,75,182,257,179,59,20,71,114,581,johnsjo02
209,Joe Johnson,SG,20,BOS,48,33,1003,130,296,0.439,24,88,0.273,106,208,0.51,0.48,20,26,0.769,40,99,139,74,33,9,28,59,304,johnsjo02
209,Joe Johnson,SG,20,PHO,29,27,913,121,288,0.42,14,42,0.333,107,246,0.435,0.444,21,27,0.778,35,83,118,105,26,11,43,55,277,johnsjo02
210,Alvin Jones,C,23,PHI,23,2,126,8,20,0.4,0,0,,8,20,0.4,0.4,10,20,0.5,13,23,36,3,3,9,11,35,26,jonesal01
211,Damon Jones,PG,25,DET,67,0,1083,114,284,0.401,69,186,0.371,45,98,0.459,0.523,43,59,0.729,13,90,103,140,23,1,61,83,340,jonesda01
212,Eddie Jones,SG,30,MIA,81,81,3156,517,1198,0.432,149,382,0.39,368,816,0.451,0.494,297,355,0.837,61,317,378,262,117,77,148,258,1480,jonesed02
213,Jumaine Jones,PF,22,CLE,81,36,2142,287,640,0.448,52,168,0.31,235,472,0.498,0.489,45,68,0.662,125,365,490,116,75,46,79,184,671,jonesju01
214,Popeye Jones,PF,31,WAS,79,40,1920,222,508,0.437,4,11,0.364,218,497,0.439,0.441,106,130,0.815,233,345,578,127,50,19,88,209,554,jonespo01
215,Michael Jordan*,SF,38,WAS,60,53,2093,551,1324,0.416,10,53,0.189,541,1271,0.426,0.42,263,333,0.79,50,289,339,310,85,26,162,119,1375,jordami01
216,Shawn Kemp,PF,32,POR,75,5,1232,175,407,0.43,0,4,0,175,403,0.434,0.43,104,131,0.794,90,198,288,52,43,33,81,184,454,kempsh01
217,Steve Kerr,PG,36,POR,65,0,775,102,217,0.47,26,66,0.394,76,151,0.503,0.53,39,40,0.975,6,54,60,63,13,1,24,49,269,kerrst01
218,Jason Kidd*,PG,28,NJN,82,82,3056,445,1138,0.391,117,364,0.321,328,774,0.424,0.442,201,247,0.814,130,465,595,808,175,20,286,136,1208,kiddja01
219,Andrei Kirilenko,SF,20,UTA,82,40,2151,285,633,0.45,25,100,0.25,260,533,0.488,0.47,285,371,0.768,149,253,402,94,116,159,108,156,880,kirilan01
220,Kerry Kittles,SG,27,NJN,82,82,2601,438,940,0.466,98,242,0.405,340,698,0.487,0.518,128,172,0.744,68,207,275,216,130,31,109,108,1102,kittlke01
221,Brevin Knight,PG,26,MEM,53,11,1151,141,334,0.422,2,8,0.25,139,326,0.426,0.425,87,115,0.757,11,98,109,302,79,7,111,135,371,knighbr01
222,Travis Knight,C,27,NYK,49,0,429,41,113,0.363,0,0,,41,113,0.363,0.363,16,21,0.762,48,56,104,8,11,10,27,95,98,knightr01
223,Toni Kukoč*,SF,33,ATL,59,9,1494,211,504,0.419,53,171,0.31,158,333,0.474,0.471,109,153,0.712,43,175,218,210,48,17,113,91,584,kukocto01
224,Christian Laettner,PF,32,WAS,57,48,1441,168,362,0.464,2,10,0.2,166,352,0.472,0.467,66,76,0.868,74,227,301,151,60,25,85,129,404,laettch01
225,Raef LaFrentz,C,25,TOT,78,76,2455,421,920,0.458,104,268,0.388,317,652,0.486,0.514,105,151,0.695,176,403,579,89,55,213,94,281,1051,lafrera01
225,Raef LaFrentz,C,25,DEN,51,51,1668,307,659,0.466,75,173,0.434,232,486,0.477,0.523,70,105,0.667,117,262,379,60,31,153,60,173,759,lafrera01
225,Raef LaFrentz,C,25,DAL,27,25,787,114,261,0.437,29,95,0.305,85,166,0.512,0.492,35,46,0.761,59,141,200,29,24,60,34,108,292,lafrera01
226,Trajan Langdon,SG,25,CLE,44,0,477,70,176,0.398,27,74,0.365,43,102,0.422,0.474,42,46,0.913,13,42,55,60,13,5,40,49,209,langdtr01
227,Dan Langhi,SF,24,HOU,34,8,434,49,125,0.392,1,4,0.25,48,121,0.397,0.396,8,11,0.727,22,45,67,14,8,5,9,25,107,langhda01
228,Rusty LaRue,PG,28,UTA,33,0,542,73,185,0.395,17,50,0.34,56,135,0.415,0.441,30,35,0.857,11,38,49,71,17,7,43,58,193,larueru01
229,Voshon Lenard,SG,28,DEN,71,19,1665,315,769,0.41,89,240,0.371,226,529,0.427,0.467,94,120,0.783,38,145,183,130,59,25,91,105,813,lenarvo01
230,Quincy Lewis,SG,24,UTA,36,19,490,64,143,0.448,3,18,0.167,61,125,0.488,0.458,13,20,0.65,10,33,43,36,23,9,32,89,144,lewisqu01
231,Rashard Lewis,SF,22,SEA,71,70,2585,455,972,0.468,123,316,0.389,332,656,0.506,0.531,162,200,0.81,139,359,498,123,104,40,97,174,1195,lewisra02
232,Randy Livingston,PG,26,SEA,13,0,176,15,54,0.278,1,8,0.125,14,46,0.304,0.287,10,11,0.909,9,16,25,26,9,2,2,11,41,livinra01
233,Art Long,PF,29,SEA,63,27,989,120,244,0.492,0,0,,120,244,0.492,0.492,45,85,0.529,107,144,251,41,22,28,63,180,285,longar01
234,Grant Long,PF,35,MEM,66,56,1868,164,385,0.426,3,17,0.176,161,368,0.438,0.43,86,123,0.699,31,200,231,136,63,12,103,123,417,longgr01
235,Felipe López,SG,27,MIN,67,0,581,59,156,0.378,14,33,0.424,45,123,0.366,0.423,37,55,0.673,29,51,80,39,18,1,36,73,169,lopezfe01
236,Tyronn Lue,PG,24,WAS,71,0,1458,222,520,0.427,63,141,0.447,159,379,0.42,0.488,48,63,0.762,14,108,122,246,49,0,96,120,555,luety01
237,George Lynch,SF,31,CHH,45,18,893,73,198,0.369,1,6,0.167,72,192,0.375,0.371,25,40,0.625,70,116,186,54,40,14,41,75,172,lynchge01
238,Todd MacCulloch,C,26,NJN,62,61,1502,247,465,0.531,0,0,,247,465,0.531,0.531,110,164,0.671,157,221,378,78,24,89,66,181,604,maccuto01
239,Sam Mack,SF,31,MIA,12,1,159,14,49,0.286,7,28,0.25,7,21,0.333,0.357,5,7,0.714,2,12,14,4,5,1,7,17,40,macksa01
240,Mark Madsen,PF,26,LAL,59,5,650,66,146,0.452,0,2,0,66,144,0.458,0.452,35,54,0.648,89,73,162,44,16,13,22,104,167,madsema01
241,Corey Maggette,SG,22,LAC,63,52,1615,235,530,0.443,46,139,0.331,189,391,0.483,0.487,201,251,0.801,54,177,231,112,41,19,116,155,717,maggeco01
242,Jamaal Magloire,C,23,CHH,82,8,1549,228,414,0.551,0,1,0,228,413,0.552,0.551,243,333,0.73,153,308,461,31,27,86,118,201,699,magloja01
243,Dan Majerle,SG,36,PHO,65,1,1180,99,289,0.343,79,235,0.336,20,54,0.37,0.479,23,39,0.59,28,148,176,90,48,15,35,104,300,majerda01
244,Karl Malone*,PF,38,UTA,80,80,3040,635,1399,0.454,9,25,0.36,626,1374,0.456,0.457,509,639,0.797,142,544,686,341,152,59,263,229,1788,malonka01
245,Danny Manning,PF,35,DAL,41,10,552,71,149,0.477,1,7,0.143,70,142,0.493,0.48,22,33,0.667,25,83,108,30,21,21,25,80,165,mannida01
246,Stephon Marbury,PG,24,PHO,82,80,3187,625,1413,0.442,71,248,0.286,554,1165,0.476,0.467,353,452,0.781,75,191,266,666,77,13,284,186,1674,marbust01
247,Shawn Marion,SF,23,PHO,81,81,3109,654,1395,0.469,48,122,0.393,606,1273,0.476,0.486,191,226,0.845,211,592,803,162,149,86,144,214,1547,mariosh01
248,Sean Marks,C,26,MIA,21,6,319,38,88,0.432,0,0,,38,88,0.432,0.432,20,34,0.588,19,56,75,8,5,10,19,40,96,marksse01
249,Donny Marshall,SF,29,NJN,20,0,118,8,29,0.276,2,4,0.5,6,25,0.24,0.31,12,18,0.667,8,13,21,5,3,0,2,14,30,marshdo02
250,Donyell Marshall,SF,28,UTA,58,42,1750,343,661,0.519,13,42,0.31,330,619,0.533,0.529,160,226,0.708,158,285,443,101,50,67,124,150,859,marshdo01
251,Darrick Martin,PG,30,DAL,3,0,22,0,10,0,0,2,0,0,8,0,0,1,2,0.5,0,1,1,3,2,0,1,4,1,martida01
252,Kenyon Martin,PF,24,NJN,73,73,2504,445,962,0.463,15,67,0.224,430,895,0.48,0.47,181,267,0.678,113,275,388,192,90,121,172,261,1086,martike01
253,Jamal Mashburn,SF,29,CHH,40,40,1601,303,744,0.407,41,112,0.366,262,632,0.415,0.435,211,241,0.876,31,211,242,171,45,6,110,80,858,mashbja01
254,Anthony Mason,PF,35,MIL,82,82,3143,316,626,0.505,1,1,1,315,625,0.504,0.506,154,221,0.697,124,522,646,346,57,22,130,187,787,masonan01
255,Desmond Mason,SF,24,SEA,75,20,2420,357,769,0.464,16,59,0.271,341,710,0.48,0.475,201,237,0.848,92,259,351,104,67,27,104,170,931,masonde01
256,Tony Massenburg,PF,34,MEM,73,31,1247,159,349,0.456,1,1,1,158,348,0.454,0.457,84,117,0.718,100,224,324,26,30,31,65,174,403,masseto01
257,Walter McCarty,PF,27,BOS,56,0,718,80,180,0.444,39,99,0.394,41,81,0.506,0.553,13,19,0.684,32,96,128,41,18,7,22,83,212,mccarwa01
258,Amal McCaskill,C,28,SAS,27,0,153,20,49,0.408,0,0,,20,49,0.408,0.408,12,26,0.462,16,20,36,4,6,10,14,23,52,mccasam01
259,George McCloud,SF,34,DEN,69,26,1830,206,576,0.358,60,222,0.27,146,354,0.412,0.41,132,163,0.81,67,184,251,204,58,19,144,175,604,mccloge01
260,Jelani McCoy,C,24,LAL,21,0,104,12,21,0.571,0,0,,12,21,0.571,0.571,2,8,0.25,8,17,25,7,0,5,8,14,26,mccoyje01
261,Antonio McDyess,PF,27,DEN,10,10,236,43,75,0.573,0,0,,43,75,0.573,0.573,27,33,0.818,18,37,55,18,10,8,20,20,113,mcdyean01
262,Tracy McGrady*,SG,22,ORL,76,76,2912,715,1586,0.451,103,283,0.364,612,1303,0.47,0.483,415,555,0.748,150,447,597,400,119,73,189,139,1948,mcgratr01
263,Jeff McInnis,PG,27,LAC,81,80,3030,463,1121,0.413,75,234,0.321,388,887,0.437,0.446,183,219,0.836,45,168,213,500,63,6,147,202,1184,mcinnje01
264,Derrick McKey,SF,35,PHI,41,1,784,52,122,0.426,5,12,0.417,47,110,0.427,0.447,10,14,0.714,48,79,127,45,41,4,22,90,119,mckeyde01
265,Aaron McKie,SG,29,PHI,48,16,1471,220,490,0.449,51,128,0.398,169,362,0.467,0.501,96,122,0.787,26,166,192,179,56,14,93,74,587,mckieaa01
266,Stanislav Medvedenko,C,22,LAL,71,6,729,145,304,0.477,0,4,0,145,300,0.483,0.477,41,62,0.661,85,73,158,43,29,11,42,119,331,medvest01
267,Ron Mercer,SG,25,TOT,53,41,1716,311,784,0.397,18,62,0.29,293,722,0.406,0.408,95,119,0.798,50,128,178,128,32,13,88,108,735,mercero01
267,Ron Mercer,SG,25,CHI,40,40,1503,286,717,0.399,17,57,0.298,269,660,0.408,0.411,84,108,0.778,44,111,155,118,30,10,79,86,673,mercero01
267,Ron Mercer,SG,25,IND,13,1,213,25,67,0.373,1,5,0.2,24,62,0.387,0.381,11,11,1,6,17,23,10,2,3,9,22,62,mercero01
268,Chris Mihm,C,22,CLE,74,60,1659,221,526,0.42,3,7,0.429,218,519,0.42,0.423,124,179,0.693,133,259,392,24,18,89,97,260,569,mihmch01
269,Darius Miles,SF,20,LAC,82,6,2227,309,642,0.481,3,19,0.158,306,623,0.491,0.484,158,255,0.62,109,344,453,184,71,103,160,184,779,milesda01
270,Andre Miller,PG,25,CLE,81,81,3023,474,1045,0.454,22,87,0.253,452,958,0.472,0.464,365,447,0.817,108,271,379,882,126,34,245,228,1335,millean02
271,Brad Miller,C,25,TOT,76,75,2263,366,733,0.499,3,7,0.429,363,726,0.5,0.501,297,383,0.775,252,369,621,152,76,41,115,244,1032,millebr01
271,Brad Miller,C,25,CHI,48,47,1391,208,452,0.46,2,4,0.5,206,448,0.46,0.462,190,253,0.751,176,225,401,101,52,29,74,156,608,millebr01
271,Brad Miller,C,25,IND,28,28,872,158,281,0.562,1,3,0.333,157,278,0.565,0.564,107,130,0.823,76,144,220,51,24,12,41,88,424,millebr01
272,Mike Miller,SF,21,ORL,63,53,2123,351,802,0.438,116,303,0.383,235,499,0.471,0.51,138,181,0.762,49,224,273,198,47,23,108,145,956,millemi01
273,Reggie Miller*,SG,36,IND,79,79,2889,414,913,0.453,180,443,0.406,234,470,0.498,0.552,296,325,0.911,23,196,219,253,88,10,120,143,1304,millere01
274,Chris Mills,SF,32,GSW,66,0,1237,178,427,0.417,48,127,0.378,130,300,0.433,0.473,85,107,0.794,51,139,190,72,31,13,56,120,489,millsch01
275,Sam Mitchell,SF,38,MIN,74,10,726,98,227,0.432,10,35,0.286,88,192,0.458,0.454,38,49,0.776,18,64,82,45,12,4,26,79,244,mitchsa01
276,Cuttino Mobley,SG,26,HOU,74,74,3116,595,1358,0.438,149,377,0.395,446,981,0.455,0.493,267,314,0.85,63,237,300,187,109,37,180,189,1606,moblecu01
277,Nazr Mohammed,C,24,ATL,82,73,2168,329,713,0.461,0,1,0,329,712,0.462,0.461,137,222,0.617,242,409,651,33,63,61,118,252,795,mohamna01
278,Jérôme Moïso,C,23,CHH,15,0,76,8,20,0.4,0,0,,8,20,0.4,0.4,0,0,,4,21,25,4,3,2,8,12,16,moisoje01
279,Eric Montross,C,30,TOR,49,24,655,53,132,0.402,0,1,0,53,131,0.405,0.402,10,31,0.323,36,104,140,16,12,23,25,92,116,montrer01
280,Mikki Moore,C,26,DET,30,0,217,29,61,0.475,1,2,0.5,28,59,0.475,0.484,20,26,0.769,22,31,53,11,7,9,14,35,79,mooremi01
281,Terence Morris,SF,23,HOU,68,12,1110,111,289,0.384,15,78,0.192,96,211,0.455,0.41,18,28,0.643,77,134,211,64,21,27,45,72,255,morrite01
282,Hanno Möttölä,C,25,ATL,82,14,1371,169,384,0.44,1,13,0.077,168,371,0.453,0.441,57,76,0.75,81,187,268,50,20,19,70,174,396,mottoha01
283,Alonzo Mourning*,C,31,MIA,75,74,2455,447,866,0.516,1,3,0.333,446,863,0.517,0.517,283,431,0.657,182,450,632,87,27,186,182,258,1178,mournal01
284,Troy Murphy,PF,21,GSW,82,4,1448,178,423,0.421,3,9,0.333,175,414,0.423,0.424,121,156,0.776,99,223,322,70,36,21,84,217,480,murphtr01
285,Lamond Murray,SF,28,CLE,71,68,2312,430,986,0.436,101,238,0.424,329,748,0.44,0.487,215,263,0.817,81,291,372,157,70,43,141,148,1176,murrala01
286,Tracy Murray,SF,30,TOR,40,3,473,85,207,0.411,40,104,0.385,45,103,0.437,0.507,17,21,0.81,18,35,53,19,11,8,25,38,227,murratr01
287,Dikembe Mutombo*,C,35,PHI,80,80,2907,321,641,0.501,0,0,,321,641,0.501,0.501,278,364,0.764,254,609,863,83,29,190,156,242,920,mutomdi01
288,Mamadou N'Diaye,C,26,TOR,5,0,46,6,10,0.6,0,0,,6,10,0.6,0.6,8,10,0.8,6,5,11,0,0,2,1,6,20,ndiayma02
289,Lee Nailon,SF,26,CHH,79,41,1912,369,764,0.483,1,2,0.5,368,762,0.483,0.484,112,150,0.747,103,188,291,94,59,17,96,175,851,nailole01
